Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lebanon,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,
Liberia,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328429
Libya,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658364,5908.951323,6716.095985
St. Lucia,7618.90542,7975.792541,8528.682085,8259.322338,8672.215668,9110.75181,9231.576254,9542.713574,10007.14451,10290.37157,10574.38658,11270.47471,11563.83043,11773.42748,8951.524766,10916.22708,13030.92848
Latin America & Caribbean,6028.742891,7015.103332,8055.565992,7478.716444,9164.566397,10306.43066,10311.90706,10450.94094,10539.37441,8723.135457,8421.148077,9255.805976,8977.992553,8772.562194,7393.174719,8478.633406,9559.213456
Least developed countries: UN classification,540.1859777,636.0269717,762.5023348,749.3864628,836.8307022,938.8675671,957.7108666,1010.986052,1063.741301,1004.291991,1024.22019,1116.752497,1067.836395,1100.061945,1082.863353,1153.274413,1268.338952
Low income,783.2779039,915.1559764,1066.141857,1064.122252,1162.969035,822.3298136,759.4259486,755.0112856,793.5720531,774.2476473,747.3186241,804.8735204,662.8558069,686.2226791,656.6866746,678.65321,750.4669425
Liechtenstein,114652.2424,130908.3897,143540.5734,126261.3973,141466.8273,158603.609,149461.7856,173659.4118,179467.5162,167809.2699,165845.9952,170875.6821,175286.679,167259.1603,165287.1868,197504.5489,
Sri Lanka,1423.190621,1611.175587,2007.026655,2053.766451,2836.974109,3248.04021,3351.892476,3643.832447,3885.623616,3990.353117,4107.829775,4388.201906,4360.584735,4082.694049,3852.389091,3996.571995,3354.383408
Lower middle income,1081.56784,1313.168919,1456.611718,1445.002635,1702.703066,1912.065826,1982.964483,1991.813175,2062.51992,1979.555371,2037.725326,2159.48629,2179.954062,2238.51882,2123.350264,2405.603576,2561.457576
Low & middle income,2144.010709,2611.951566,3081.89531,2971.125974,3566.881094,4148.799232,4355.482215,4547.879824,4640.414993,4342.595213,4320.050193,4688.840218,4908.171921,4966.26046,4735.357322,5526.296135,5811.430475
Lesotho,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,994.2397641,1062.456192,1162.978854,1061.223356,917.3563813,1029.506189,969.9357602
Late-demographic dividend,3499.414508,4379.956182,5409.69615,5193.547733,6214.135223,7525.550318,7991.471281,8544.801775,8812.628633,8213.980431,8182.344735,9022.30189,9840.394631,9979.383421,9722.310421,11556.48646,12072.76719
Lithuania,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19615.54915,20381.85578,23849.6157,25064.80891
Luxembourg,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218
Latvia,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17883.34941,18096.20271,20930.39824,21779.50426
"Macao SAR, China",29637.76706,35782.86072,39745.7618,39754.97615,50676.38708,64528.36282,74111.60119,86853.47705,90873.60249,73220.63556,71919.05492,78896.27475,84779.45369,82998.6361,37474.73459,45104.89218,34584.85909
St. Martin (French part),,,,,,21344.5873,,,21920.02378,,,,,19691.61671,,20320.71688,
Morocco,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455
Monaco,143289.0729,184639.7501,204097.114,168957.1079,161780.7454,179369.2682,165497.0978,185055.5176,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824
Moldova,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5274.744847,5714.430488
Madagascar,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.592616
Maldives,5010.163425,5746.644254,6743.130963,6719.330268,7158.061421,7409.331903,7447.415605,8222.558036,8872.128379,9480.431514,9708.141348,10194.74615,11034.7236,11349.85926,7216.816371,10076.31753,11780.81691
Middle East & North Africa,5308.196613,6119.525492,7442.685879,6567.656796,7524.725208,8320.32302,8794.729803,8471.775586,8345.566904,7217.651624,7158.049769,7337.213549,7565.281634,7444.855634,6579.706726,7696.006608,8973.862585
Mexico,9545.286725,10178.44224,10589.95187,8495.653081,9823.164076,10766.60994,10842.73309,11317.49106,11490.02169,10098.17318,9152.737223,9693.330091,10130.3207,10434.57837,8894.89065,10359.14986,11496.52287
Marshall Islands,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4771.359204,5186.833842,5545.600267,6130.437137,6225.179222
Middle income,2269.892503,2771.469964,3274.573825,3156.762215,3803.998412,4478.614654,4716.812531,4933.771524,5036.885976,4715.505443,4698.955699,5107.250279,5372.268908,5442.662294,5197.802353,6085.764133,6407.498324
North Macedonia,3362.970693,4079.390404,4841.25366,4584.712431,4577.689543,5098.094701,4728.313079,5241.053601,5495.73138,4861.55616,5149.586764,5450.497069,6108.73917,6070.388054,5965.450232,6778.562878,6591.471314
Mali,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,833.2972551
Malta,16723.88427,19485.87115,22205.35677,21083.27705,21798.91429,23155.10353,22526.53702,24769.59623,26753.27338,24921.71418,25623.94163,28813.18534,31785.88483,31727.00707,29597.63616,34881.29127,34127.51056
Myanmar,301.5819139,416.6004322,653.8660002,752.9440359,1003.033455,1204.496472,1193.547649,1189.964765,1281.438718,1159.340201,1218.217034,1263.285263,1288.418087,1415.379676,1479.613689,1231.694666,1149.211218
Middle East & North Africa (excluding high income),2963.387623,3543.293269,4287.857271,4094.738061,4624.872345,4678.504037,4953.99147,4470.139956,4317.813304,3805.679938,3832.820485,3771.398833,3518.886053,3475.858429,3120.088264,3590.643853,3998.585763
Montenegro,4425.678873,5976.394145,7367.751909,6727.107767,6688.402596,7328.789431,6586.399703,7188.863616,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387
Mongolia,1322.640675,1625.318474,2134.949832,1718.914022,2660.288175,3793.743655,4402.304523,4422.300876,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.5047
Northern Mariana Islands,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,,
Mozambique,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3799965,512.2157638,456.581929,504.0377871,558.2986064
Mauritania,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2065.155516
Mauritius,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.980181,10256.23031
Malawi,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,584.3628673,622.1845913,633.6097332,645.1586921
Malaysia,6137.15054,7144.00024,8343.303382,7167.877194,8880.145805,10209.37194,10601.51046,10727.66902,11045.58012,9699.600463,9555.669593,9979.704473,11073.97897,11132.10274,10164.34443,11134.62295,11993.18761
North America,45741.03259,47727.48204,48398.10295,46581.28354,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58423.88588,61174.77734,63203.37389,61483.00075,68399.10275,74160.99677
Namibia,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4919.188955,5031.11503
New Caledonia,29604.05255,36864.8576,37353.73743,35391.08803,37494.8952,40697.65286,37294.02285,38503.25406,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.18505
Niger,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,585.4049292
Nigeria,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023643,2074.613747,2065.77441,2162.633734
Nicaragua,1223.083148,1323.839065,1493.904853,1438.096616,1495.733754,1644.801481,1746.421254,1794.789188,1913.521348,2025.321432,2079.451027,2127.282818,1981.858367,1905.638328,1876.607378,2064.929246,2255.425995
Netherlands,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,58727.87055,57025.01246
Norway,74434.49968,85502.26771,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,108729.1869
Nepal,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.2255767,794.0925594,809.3844577,827.7447049,882.3076634,880.2248936,1027.965474,1161.53435,1185.682318,1139.189892,1229.394205,1336.546047
Nauru,,,,,4644.355494,6328.102672,9675.959685,8825.978581,9063.00223,7587.25441,8528.630151,9361.037397,10985.8744,10316.52782,10124.70062,11632.6925,11970.93828
New Zealand,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42910.97284,43236.88669,42796.43058,41760.59478,49996.42067,48418.59166
OECD members,31656.87102,34404.47351,36254.15972,33671.86173,35088.33021,37547.35293,37285.58402,37546.4785,38068.49527,35666.45674,36115.19307,37476.54662,39416.24261,39583.2257,38402.1176,42731.28895,43476.37804
Oman,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486
Other small states,8971.446614,10683.73334,12728.7542,10656.21881,12139.09278,14660.13584,14987.30726,15303.84295,15445.71568,12502.87288,12088.90977,12902.1702,14076.26351,13574.60779,11686.93411,13975.16651,16003.09753
Pakistan,909.0324033,1012.182794,1087.514777,985.3493008,1011.59718,1161.044321,1236.892763,1259.668368,1303.18537,1421.835278,1468.822082,1567.640612,1620.742591,1437.165833,1322.314785,1506.108293,1588.879829
Panama,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.3332,15491.2898,17357.62863
Peru,3123.320159,3572.363589,4184.885982,4164.970483,5047.204643,5826.832307,6475.720443,6697.187747,6614.83082,6180.119268,6163.860425,6676.308793,6912.103988,6955.880824,6063.626923,6635.464148,7125.829931
Philippines,1452.221405,1741.603511,1990.356129,1893.281641,2201.776828,2431.199961,2671.777522,2847.567943,2935.928598,2974.296917,3038.152037,3077.434419,3194.672701,3413.849044,3224.422811,3460.539382,3498.509806
Palau,9805.92283,10270.45854,10380.26908,9960.84139,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,16152.38923,15738.46701,14349.31682,12921.82732,
Papua New Guinea,1245.474176,1379.126993,1635.039566,1578.968628,1879.240559,2303.826611,2653.09279,2578.498647,2742.25005,2502.073445,2332.675888,2495.140773,2584.327802,2593.775554,2446.084687,2624.60411,3115.922923
Poland,9035.532758,11254.31409,13995.78116,11525.90074,12504.25019,13776.38836,13010.75559,13558.34113,14181.94868,12560.05142,12378.81176,13815.49995,15504.50894,15700.01358,15816.8204,18050.27944,18688.00449
Pre-demographic dividend,990.3261102,1168.00459,1416.3018,1258.844624,1439.05261,1626.632857,1715.302662,1820.016344,1877.254707,1563.469332,1388.67826,1438.131311,1452.899967,1489.89883,1330.42077,1417.16419,1558.021277
Puerto Rico,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32601.56564,35208.63719
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,
Portugal,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24661.16649,24515.26585
Paraguay,2426.417098,3194.262982,4360.429109,3920.186071,4725.726341,5776.281848,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5959.441794,6153.055657
West Bank and Gaza,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3789.327966
Pacific island small states,2586.388544,2818.287675,2977.757264,2649.808491,2882.716204,3324.395457,3484.174056,3582.878279,3851.251339,3723.875114,3866.86186,4128.661018,4288.226218,4222.882129,3698.09906,3650.854152,3912.185639
Post-demographic dividend,35741.65465,38783.0881,40835.85939,38244.94459,39705.65003,42530.78374,42291.0785,42523.74338,43170.29524,40636.3472,41363.38587,42968.28953,45382.76395,45700.0608,44514.12268,49527.66013,50482.11313
French Polynesia,21382.23571,23837.81753,25437.66858,23326.08756,21447.85826,21747.98884,19864.5357,20941.51734,21223.07549,18252.5142,18726.63947,19743.95902,20614.89437,20093.20858,19185.69777,20230.24105,18984.8511
Qatar,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39695,52315.66008,66858.74172,87661.45015
Romania,5757.531273,8360.337759,10435.21798,8548.04859,8397.809173,9560.159425,8930.729912,9497.206476,10031.34215,8976.954489,9404.381259,10727.97086,12494.42358,12957.99911,13047.45666,14946.62497,15786.80174
Russian Federation,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14311.06445,15420.85938,15974.62207,14095.64648,9313.021484,8704.894531,10720.33203,11287.35449,11536.25879,10194.44141,12532.05078,15270.70605
Rwanda,358.1392267,427.4571469,529.567595,565.0186811,594.1602545,650.9914842,706.2020035,704.4856255,724.7923503,733.8874728,728.8696189,756.5476411,768.9436612,806.1008203,773.7732609,821.1713948,966.2320714
South Asia,779.5525709,966.3375201,967.0672768,1040.459637,1253.946408,1361.483067,1362.331774,1380.003413,1490.717749,1539.470601,1675.438752,1887.890561,1920.140055,1965.094236,1853.845901,2136.192891,2287.416124
Saudi Arabia,14848.60206,15756.19362,18944.85735,15064.63128,17958.94783,22441.57114,24069.20331,23945.51231,23862.80119,20442.36606,19930.40754,20910.48296,24175.58331,23405.7061,20398.06099,24315.61855,30447.88371
Sudan,1179.898315,1500.673096,1585.582397,1382.62146,1706.414917,1982.816162,1797.400879,1834.561035,2076.000977,2226.409424,2614.294434,3188.769287,769.8691406,748.0109253,608.3325195,749.7067871,1102.146484
Senegal,1038.579092,1210.167498,1419.530903,1323.971226,1286.604966,1383.539116,1334.725915,1391.53219,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1633.560119,1598.726433
Singapore,33768.45282,39432.88602,40008.57205,38926.80544,47236.68308,53891.45703,55547.55531,56967.42579,57564.80231,55645.60686,56895.65831,61164.89736,66836.522,66070.48681,61273.99166,77710.08924,82807.62906
Solomon Islands,1250.953842,1377.862006,1504.527495,1526.159908,1661.997885,1921.356352,2087.517887,2208.085284,2235.733703,2134.805418,2196.283891,2283.579051,2450.482888,2398.77305,2222.462119,2232.536954,2205.251805
Sierra Leone,320.5144108,358.0773155,402.5534055,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278
El Salvador,2651.430888,2814.589889,2964.17214,2889.685887,3017.307395,3304.974183,3471.051269,3555.1621,3638.517658,3761.51368,3870.312982,3986.049014,4145.862351,4280.288404,3961.726633,4664.311223,5127.321668
San Marino,63692.61677,71970.05873,77962.14399,66200.67297,59516.3234,55815.28526,48433.5703,50435.36733,50133.60652,42281.81125,43398.42853,44885.51784,48464.52465,47287.39839,45321.48922,54982.45171,
Somalia,,,,,,,,454.0772642,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122
Serbia,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056211,5588.979444,5765.203352,6292.546549,7252.403668,7417.206608,7733.803469,9232.961606,9537.682867
Sub-Saharan Africa (excluding high income),1234.177572,1392.202726,1535.710385,1438.214629,1664.455056,1827.411818,1847.051044,1904.81902,1936.09169,1685.877621,1525.689056,1609.806187,1628.746521,1629.987221,1489.449067,1634.265336,1700.102181
South Sudan,,,1653.041537,1325.275077,1503.133889,1455.358407,1114.923723,1659.140787,1245.149311,1071.777765,,,,,,,
Sub-Saharan Africa,1235.42376,1393.390631,1536.726684,1439.062132,1665.400988,1828.405972,1848.047748,1906.026834,1937.325199,1687.100915,1526.957693,1611.099075,1630.055972,1631.312141,1490.349666,1635.217341,1701.245382
Small states,8385.691439,9833.764295,11591.22481,9731.597667,10985.2852,13029.26338,13391.82813,13668.08735,13841.68164,11588.22341,11169.73931,11864.82223,12823.54002,12448.87375,10704.40727,12682.81722,14684.05791
Sao Tome and Principe,861.5182023,878.1354699,1080.556568,1126.538585,1043.281427,1217.212064,1207.700702,1378.230193,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176
Suriname,5031.158465,5562.334068,6616.815126,7176.857658,7999.507394,8009.252302,8922.956186,9124.541093,9199.177893,8907.837258,5705.399487,6112.883014,6730.836961,6690.044786,4796.533314,5026.879493,5858.824661
Slovak Republic,13170.78498,16106.06044,18753.58494,16597.20846,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19381.89055,19552.09111,21768.14867,21256.80843
Slovenia,19672.96556,23817.88673,27595.59997,24792.12798,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26042.44635,25558.42905,29331.0647,28439.3341
Sweden,46593.60216,53700.00534,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61417.68088,56424.2847
Eswatini,3053.932571,3200.512571,3022.456177,3270.137761,4035.534481,4360.959967,4396.57912,4111.128382,3928.522755,3583.31129,3339.990401,3824.046783,4021.445556,3818.540484,3372.90461,4068.573816,3986.886637
Sint Maarten (Dutch part),,,,,,27997.28983,28460.33262,27942.88054,36136.6995,36519.99259,35703.09995,33351.70655,30791.06108,33836.77335,29223.06962,31711.61199,35873.05649
Seychelles,12782.99389,12669.30267,11265.43763,9748.955842,10938.15276,12113.88172,12342.51028,14729.62662,15188.17468,14894.48578,15409.80463,15961.24363,16411.92112,16851.11976,12020.02106,12963.05898,13250.45583
Syrian Arab Republic,7914.771494,8695.844461,10155.97367,10288.14905,11304.64493,2971.282455,1910.604539,993.7398825,1071.234204,857.4978671,664.3416724,862.3190633,1111.872092,1124.520554,537.0902346,420.6227052,
Turks and Caicos Islands,28728.56972,29446.08269,31459.54343,24602.91102,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,23158.6379,24917.59581
Chad,716.6677684,806.7103188,936.4941371,808.1615235,896.8767046,988.19416,969.6161428,980.0835444,1017.787762,774.4116031,691.9800774,662.897473,720.2651014,701.621201,643.7722157,685.690315,716.8043811
East Asia & Pacific (IDA & IBRD countries),1980.554903,2484.834553,3120.4831,3358.419213,4058.012962,4919.038742,5437.548844,5948.319538,6363.068071,6572.915168,6666.248262,7231.043138,8033.191325,8262.811559,8354.747371,9922.0435,10065.03475
Europe & Central Asia (IDA & IBRD countries),5651.270637,7262.845866,8965.658951,7081.618301,8281.561566,10026.16886,10423.47257,10974.08417,10318.16384,8020.645993,7670.482889,8565.507961,8897.540803,9039.80028,8455.237621,9982.81223,11342.49186
Togo,400.3214877,621.7345761,735.8554211,737.9537031,722.2294,803.4823966,781.5543405,847.3875004,877.192473,770.1433793,792.4405509,813.3950065,873.5548872,848.3045346,886.6995115,976.6661831,942.6499016
Thailand,3343.785952,3934.690909,4327.79747,4154.187447,4996.372098,5396.643586,5748.632721,6041.133948,5822.377783,5708.794091,5854.463908,6436.78966,7124.55881,7628.576033,7001.78546,7060.897707,6909.956285
Tajikistan,401.0268293,517.4348725,704.6501788,666.7212906,740.2761912,837.8814952,959.3602175,1038.320717,1094.430124,970.3625997,801.39384,844.3652498,850.6669582,889.0233718,852.3302296,916.6919671,1054.189484
Turkmenistan,2074.407389,2520.285026,3778.668539,3901.670283,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7344.880204,7330.366288,7885.299896,8792.548504
Latin America & the Caribbean (IDA & IBRD countries),5904.565856,6903.242165,7963.230617,7367.391622,9093.173824,10246.02996,10241.57513,10377.01162,10460.21459,8577.487766,8258.066184,9106.598873,8817.701109,8593.061308,7186.562493,8262.542085,9324.959304
Timor-Leste,456.2726984,532.4854173,621.7414647,682.2247874,810.2164842,936.7089677,1020.110295,1201.602507,1221.72396,1322.929094,1349.546777,1285.523976,1241.164485,1583.078603,1663.559629,2741.95082,2389.295875
Middle East & North Africa (IDA & IBRD countries),2978.474524,3563.77553,4312.624495,4115.820615,4647.930916,4698.685374,4975.306641,4483.245513,4328.807414,3811.773554,3836.321689,3773.136768,3518.381989,3473.741368,3118.749032,3589.595352,4001.122645
Tonga,2751.960283,2799.368182,3221.080519,2915.493904,3416.110699,3852.144462,4378.571528,4208.187891,4125.425454,4117.931047,3978.437686,4367.256603,4649.613301,4878.978686,4605.970841,4425.971492,
South Asia (IDA & IBRD),779.5525709,966.3375201,967.0672768,1040.459637,1253.946408,1361.483067,1362.331774,1380.003413,1490.717749,1539.470601,1675.438752,1887.890561,1920.140055,1965.094236,1853.845901,2136.192891,2287.416124
Sub-Saharan Africa (IDA & IBRD countries),1235.42376,1393.390631,1536.726684,1439.062132,1665.400988,1828.405972,1848.047748,1906.026834,1937.325199,1687.100915,1526.957693,1611.099075,1630.055972,1631.312141,1490.349666,1635.217341,1701.245382
Trinidad and Tobago,13340.91627,15627.28682,20011.14827,13682.76361,15711.55871,17910.31915,19110.0539,19927.4039,20473.40403,18508.7705,16139.10526,16258.74893,16328.12689,15642.40672,13705.90023,16056.30204,19629.46534
Tunisia,3279.10282,3678.062479,4200.172644,4029.461206,4241.01191,4361.949122,4233.916254,4308.338305,4398.638695,3960.924849,3796.1096,3569.718839,3577.175342,3477.836181,3497.719027,3807.184109,3747.419391
Turkiye,8003.814493,9711.223761,10843.50369,9012.999458,10622.70204,11300.78522,11713.28498,12578.18786,12165.22014,11049.99511,10970.04589,10695.5502,9568.83619,9215.440875,8638.739133,9743.213131,10674.50417
Tuvalu,2402.480106,2803.248467,3103.040777,2697.634893,3043.16668,3663.267055,3624.984289,3536.901505,3556.379728,3384.383201,3836.073003,4181.436586,4419.259998,4940.050983,4674.911403,5372.760239,5221.532799
Tanzania,472.6133423,539.5395508,671.2444458,688.7103882,730.7823486,768.9334106,854.5404663,954.6588135,1013.428772,929.7998047,942.8890381,975.9046631,1011.600159,1050.931763,1104.164429,1146.031982,1192.766479
Uganda,346.7684623,401.7091876,473.3028334,799.9296321,824.7376711,837.0958842,796.7111394,819.7578673,897.5097286,864.1800593,753.6844055,766.177604,793.1280822,823.0247329,846.8811992,883.4657281,964.3958695
Ukraine,2391.323975,3197.934326,4066.531738,2639.378174,3078.414795,3704.842285,4004.789795,4187.739746,3104.653809,2124.662598,2187.727539,2638.325439,3096.5625,3661.457764,3751.737305,4827.845703,4533.975586
Upper middle income,3467.708751,4255.42075,5140.552742,4928.564998,5998.634642,7182.160175,7617.695422,8078.037981,8239.684335,7683.611108,7607.596731,8352.326026,8912.567581,9023.202992,8663.002093,10271.80149,10814.27758
Uruguay,5942.126749,7149.374634,9328.065708,9780.739618,12512.59413,14975.56282,16087.25208,18140.89221,18131.57885,16950.75317,16837.94038,18995.39702,19026.04982,18098.36155,15650.4993,17923.99533,20795.04235
United States,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63528.6343,70219.47245,76329.58227
Uzbekistan,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718744,2628.460054,2753.971058,2704.677189,1916.764625,1604.258642,1795.201768,1759.307471,1993.424478,2255.151155
St. Vincent and the Grenadines,5775.091747,6439.008398,6641.495878,6503.097772,6590.989579,6566.482713,6754.370184,7117.554763,7210.603113,7386.746638,7684.79284,7996.636984,8399.707731,8680.251102,8306.360493,8360.064239,9125.324771
"Venezuela, RB",6769.868414,8369.235268,11310.77817,11641.79915,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36663.20876,38633.52989,39411.04525,41976.00831,
Viet Nam,790.5925164,913.3123316,1158.101627,1225.845009,1684.011772,1953.55715,2190.23244,2367.499331,2558.778758,2595.234844,2760.717101,2992.071532,3267.225069,3491.09141,3586.347176,3756.488901,4163.514299
Vanuatu,1970.898411,2261.459294,2525.083904,2472.463564,2732.551567,3064.751201,2906.342461,2877.444528,2861.203154,2643.886886,2757.203306,3032.19703,3076.835315,3076.589886,2917.756849,3044.57364,3231.3513
World,7816.391751,8700.587475,9443.240891,8842.426339,9570.618407,10485.49418,10587.93714,10749.96067,10911.12712,10168.12454,10215.58544,10754.92975,11297.4524,11338.15032,10904.14761,12316.10246,12687.74189
Samoa,2639.805669,3011.100809,3344.054559,3250.953097,3494.395225,3789.626995,3902.311992,3989.89859,3948.728022,4048.467113,4105.810905,4261.640343,4189.052191,4308.300729,4042.722752,3857.689742,3745.560367
